protocol_role,sequence_id,run_instance_id,frame_index,simulation_time_s,image_relpath,label_relpath,image_exists,label_exists,obb_valid,truth_valid,truth_audit_passed,gt_cx_px,gt_cy_px,gt_raw_w_px,gt_raw_h_px,gt_raw_gamma_deg,gt_l_diag_raw_px,gt_plumb_w_px,gt_plumb_h_px,gt_plumb_gamma_deg,gt_l_diag_plumb_px,gt_pixel_corners_json,projected_ar_warning,grab_x_camera_cv_m,grab_y_camera_cv_m,z_cg_opt_gt_m,z_cg_plumb_gt_m,x_pg_gt_m,y_pg_gt_m,h_pg_vertical_gt_m,l_pg_euclidean_gt_m,theta_x_gt_deg,theta_y_gt_deg,theta_total_gt_deg,theta_total_bin,psi_yaw_relative_deg,camera_world_x_m,camera_world_y_m,camera_world_z_m,raw_to_plumb_homography_json,camera_r_wc_00,camera_r_wc_01,camera_r_wc_02,camera_r_wc_10,camera_r_wc_11,camera_r_wc_12,camera_r_wc_20,camera_r_wc_21,camera_r_wc_22
calibration_train,calibration_train_03_tilt_obb,31166ebea2aa4c90bea5681c9110a884,10,61.56,calibration_train_03_tilt_obb/images/frame_00010.jpg,calibration_train_03_tilt_obb/labels/frame_00010.txt,1,1,1,1,1,502.5374450683594,566.0645141601562,103.2486801147461,35.45130920410156,-1.2184371948242188,109.16540326368049,103.05148315429688,35.32475280761719,-1.2208023071289062,108.93780951175579,"[[450.67988767540567,549.4377800530461],[553.7732208294527,547.2451104454741],[451.3017040094963,584.8838970592385],[554.0447222517657,582.6627683810515]]",0,-0.16423425019057764,0.9318036281281684,16.16105292427898,16.18829218521875,-0.11054048615847017,-0.23032066728391976,16.07330294637275,16.075333104316474,-0.3940324832128848,-0.8209575289522482,0.9105989053269855,0_to_3,0.0,40.72762120556909,-8.198567054914676,46.491628079845526,"[[1.028674138257504,0.031072685040424573,-12.519162152513017],[-0.0018807235423518838,1.059892686571057,-67.83561689001003],[-3.673288168656049e-06,6.0319988861685376e-05,1.0]]",0.05301515337875618,0.20448401828204765,0.9774332098816033,-0.014482351044182367,0.9788642025221432,-0.2039978787363285,-0.9984886854744325,-0.003340552037599992,0.05485604516937089
calibration_train,calibration_train_03_tilt_obb,31166ebea2aa4c90bea5681c9110a884,11,61.656,calibration_train_03_tilt_obb/images/frame_00011.jpg,calibration_train_03_tilt_obb/labels/frame_00011.txt,1,1,1,1,1,502.6807861328125,567.4796142578125,103.24345397949219,35.452301025390625,-1.2537918090820312,109.16078250732006,103.03773498535156,35.31963348388672,-1.25579833984375,108.92314419051459,"[[450.8189838738339,550.8843369200337],[553.9023064905674,548.6282592034836],[451.45927506704805,586.3311245909479],[554.198146367709,584.0470357794835]]",0,-0.16175114567017845,0.9562519067259768,16.161931952238263,16.190502649061205,-0.10567780229535344,-0.20233468069569124,16.075575261905943,16.077195872480765,-0.376646231481029,-0.7211133002741831,0.8135335375090506,0_to_3,0.0,40.730603903426044,-8.205795795462123,46.48215920427432,"[[1.0283622786909379,0.030946644675836747,-12.264038887413799],[-0.0019633602856002977,1.059543507893793,-67.49615313785368],[-3.8346880578130645e-06,6.005918902039607e-05,1.0]]",0.0527611427187116,0.20472574103092755,0.9773963539825354,-0.014593632629491482,0.9788131609637981,-0.2042347223435171,-0.9985005196321588,-0.0034881059897427704,0.054630993134969955
calibration_train,calibration_train_03_tilt_obb,31166ebea2aa4c90bea5681c9110a884,12,61.752,calibration_train_03_tilt_obb/images/frame_00012.jpg,calibration_train_03_tilt_obb/labels/frame_00012.txt,1,1,1,1,1,503.365966796875,568.8890380859375,103.24064636230469,35.4536018371582,-1.2928695678710938,109.15854957141104,103.02816772460938,35.31496810913086,-1.2945175170898438,108.9125810787678,"[[451.496897478292,552.3283829519646],[554.5732057754848,550.0020748858136],[452.15876113678706,587.7760845562854],[554.8966400975715,585.4244510517245]]",0,-0.1499445733485441,0.980575823958353,16.162200724326812,16.192049812745296,-0.09159021156278836,-0.1744630014734094,16.077183867860356,16.078391313397198,-0.32640516151491294,-0.6217258824318869,0.7021870669920589,0_to_3,0.0,40.7351518936574,-8.202533134328375,46.47275427094503,"[[1.0280584491830924,0.03082124395556546,-12.016923879887747],[-0.0020425780740097686,1.0591998330087937,-67.16076189253204],[-3.989410300800342e-06,5.980042545578252e-05,1.0]]",0.05251382173950625,0.20469885109593955,0.9774153052240966,-0.014684802145947733,0.978818270221204,-0.20420369846578348,-0.9985122208126678,-0.00362963375185696,0.054407450285614854
calibration_train,calibration_train_03_tilt_obb,31166ebea2aa4c90bea5681c9110a884,13,61.848,calibration_train_03_tilt_obb/images/frame_00013.jpg,calibration_train_03_tilt_obb/labels/frame_00013.txt,1,1,1,1,1,503.310546875,570.398193359375,103.23793029785156,35.45595932006836,-1.3299407958984375,109.15674648637344,103.01615142822266,35.31126022338867,-1.3310165405273438,108.90001172473019,"[[451.4360159093522,553.8696848826138],[554.5040750303801,551.4768898423478],[452.1168931420503,589.3193847713188],[554.8527539494964,586.9010110486597]]",0,-0.15087658543036261,1.0066253095928988,16.16278667982026,16.194008690580883,-0.09258488473935933,-0.14267691717957026,16.07924179487794,16.080141335253483,-0.32990762780197713,-0.5083927931007686,0.6060452541112294,0_to_3,0.0,40.74004166481725,-8.217762941368663,46.45781738769509,"[[1.0278340968806607,0.03060995379432371,-11.904637709053521],[-0.002039673664706078,1.0587834108899727,-66.695220778648],[-3.983737626379057e-06,5.939094411116197e-05,1.0]]",0.05215798907292992,0.20494762258422802,0.9773822262415769,-0.014620044507137974,0.9787662281649951,-0.20445763595982,-0.9985318214631307,-0.003625272505868082,0.05404682159739617
calibration_train,calibration_train_03_tilt_obb,31166ebea2aa4c90bea5681c9110a884,14,61.944,calibration_train_03_tilt_obb/images/frame_00014.jpg,calibration_train_03_tilt_obb/labels/frame_00014.txt,1,1,1,1,1,503.5346984863281,571.9979858398438,103.28174591064453,35.474388122558594,-1.3815460205078125,109.20417231507625,103.05096435546875,35.32301330566406,-1.3821334838867188,108.93675469548471,"[[451.6270368644578,555.5074895848243],[554.7329889911406,553.020846683315],[452.3365467651848,590.9751153637987],[555.116696152126,588.4636042706454]]",0,-0.14692668409472479,1.0337720168000446,16.155963764762667,16.188598860211325,-0.08551320231724721,-0.10859563124586306,16.073944772990874,16.074539062880056,-0.3048100160003421,-0.3870846123043715,0.49268447208687927,0_to_3,0.0,40.74907005462968,-8.22452957876643,46.44068237543655,"[[1.0273505982142717,0.030377292733512484,-11.530598735330804],[-0.0021488363615321947,1.058191300385877,-66.10102031530603],[-4.196946018617644e-06,5.891858727148565e-05,1.0]]",0.051712955560989114,0.2051717753952517,0.9773588454648108,-0.014738857814376671,0.9787185218288763,-0.20467735854125935,-0.9985532215648173,-0.003820681910344401,0.053636425051127465
calibration_train,calibration_train_03_tilt_obb,31166ebea2aa4c90bea5681c9110a884,15,62.04,calibration_train_03_tilt_obb/images/frame_00015.jpg,calibration_train_03_tilt_obb/labels/frame_00015.txt,1,1,1,1,1,504.4504089355469,573.5092163085938,103.2732162475586,35.47407531738281,-1.4193496704101562,109.19600365278185,103.0361557006836,35.316368103027344,-1.4194412231445312,108.92059143047305,"[[452.53829399038966,557.052919828817],[555.6317892780044,554.4985193989851],[453.26891602491855,592.5198050307108],[556.042969471114,589.9440366000392]]",0,-0.1311682385257988,1.059897917617919,16.157016671670956,16.190937395994112,-0.06500976435866639,-0.07648615940339107,16.07638716077762,16.076700549094575,-0.23169165962717625,-0.27259240625762715,0.35775134523968755,0_to_3,0.0,40.75913454891902,-8.215457424968317,46.42487734249592,"[[1.0267754462600196,0.03016760571084819,-11.045624015451619],[-0.0023135879214814187,1.0575792195487073,-65.51777927055036],[-4.518726409143343e-06,5.848057204236066e-05,1.0]]",0.05128400336001449,0.20511248948893024,0.9773938907395645,-0.014946274819732706,0.978729754005104,-0.20460859584612212,-0.9985722607144579,-0.0041152497812609705,0.05325884762980499
calibration_train,calibration_train_03_tilt_obb,31166ebea2aa4c90bea5681c9110a884,16,62.136,calibration_train_03_tilt_obb/images/frame_00016.jpg,calibration_train_03_tilt_obb/labels/frame_00016.txt,1,1,1,1,1,505.3821716308594,574.941650390625,103.27135467529297,35.47588348388672,-1.4548492431640625,109.19483048859256,103.0287094116211,35.312477111816406,-1.4543685913085938,108.91228582119108,"[[453.4629065272126,558.5165821111308],[556.5508118057953,555.8984325448961],[454.2134653695049,593.9848467998645],[556.9881308340379,591.3489797936894]]",0,-0.11512372889633567,1.0846010831589912,16.157023943015286,16.192121518518274,-0.04634500190225707,-0.0460813668312139,16.077669274176838,16.07780210854022,-0.16515861911306537,-0.16421911402396225,0.23290553472630598,0_to_3,0.0,40.76699358136433,-8.208157864290552,46.409963132320826,"[[1.0263645415982705,0.029965292104927054,-10.72995906771876],[-0.002404276427602951,1.0570700564504816,-65.00487137226563],[-4.695852397662029e-06,5.807122317087097e-05,1.0]]",0.05090416121542087,0.20496582040980063,0.9774445144532204,-0.015024597707985811,0.9787597826506922,-0.20445916298684966,-0.9985905206012461,-0.004277888416884574,0.05290247476276565
calibration_train,calibration_train_03_tilt_obb,31166ebea2aa4c90bea5681c9110a884,17,62.232,calibration_train_03_tilt_obb/images/frame_00017.jpg,calibration_train_03_tilt_obb/labels/frame_00017.txt,1,1,1,1,1,506.0501403808594,576.44482421875,103.26590728759766,35.47700119018555,-1.4934310913085938,109.19004176837346,103.01681518554688,35.30781173706055,-1.4923248291015625,108.89952148945757,"[[454.12508357290346,560.0541437738824],[557.2032299479733,557.3667462975287],[454.8970299872551,595.5230988770642],[557.6682345707569,592.8205193825798]]",0,-0.10361672839582382,1.1105654935536775,16.157698195090305,16.19400959430525,-0.0315039881081632,-0.012934840558758964,16.079681262553542,16.079717327014258,-0.11225615839807006,-0.04608994424293717,0.12134956607344757,0_to_3,0.0,40.77724348110464,-8.206000060229734,46.39120331835002,"[[1.02584425331511,0.029709566466852664,-10.329701511865295],[-0.002519513643508723,1.0564261317848667,-64.35651461198997],[-4.92092508497802e-06,5.755402153824643e-05,1.0]]",0.050420844637615835,0.20496641333463864,0.9774694408679812,-0.015134527383099393,0.978758732764558,-0.20445608114704486,-0.9986133808971916,-0.004484689716228392,0.0524519117976603
calibration_train,calibration_train_03_tilt_obb,31166ebea2aa4c90bea5681c9110a884,18,62.328,calibration_train_03_tilt_obb/images/frame_00018.jpg,calibration_train_03_tilt_obb/labels/frame_00018.txt,1,1,1,1,1,506.7789306640625,577.97412109375,103.30792236328125,35.49455642700195,-1.5316619873046875,109.2354812273346,103.05139923095703,35.322669982910156,-1.528045654296875,108.93705475263995,"[[454.8241615066463,561.6095595758744],[557.9400086238564,558.8523578505973],[455.6177438333125,597.0955963972751],[558.4329240254048,594.3259887207367]]",0,-0.09102255021088185,1.1364529190716293,16.15092147302532,16.18840555198492,-0.01559375695657546,0.021074084627377965,16.074210553788888,16.07423193219001,-0.055583207467233976,0.07511755618717857,0.09344588337318151,0_to_3,0.0,40.789193758704634,-8.202772914469195,46.370830598468444,"[[1.0253018816894945,0.02943391592701701,-9.917452841199744],[-0.0026351727249377716,1.0557426128841902,-63.66428501094034],[-5.146821728394055e-06,5.699851888595189e-05,1.0]]",0.049904444695163065,0.20492963629256808,0.9775036524579656,-0.015236552095801645,0.9787654594334855,-0.20441629802975606,-0.998637769103442,-0.004692503484696245,0.05196716781917963
calibration_train,calibration_train_03_tilt_obb,31166ebea2aa4c90bea5681c9110a884,19,62.424,calibration_train_03_tilt_obb/images/frame_00019.jpg,calibration_train_03_tilt_obb/labels/frame_00019.txt,1,1,1,1,1,507.42926025390625,579.4835815429688,103.3031005859375,35.49614715576172,-1.571014404296875,109.23143802757433,103.03934478759766,35.322105407714844,-1.5647354125976562,108.92546857687208,"[[455.46818182973107,563.1539756663526],[558.5748064939919,560.3261773912952],[456.2837175345194,598.6411043679192],[559.09599728686,595.8033524763589]]",0,-0.07982089613826264,1.1625128225985684,16.151505063617623,16.190117248667942,-0.0009144618267712879,0.05561477046884755,16.076068322408585,16.07616454710773,-0.0032591801734428356,0.1982125760285854,0.1982393688997989,0_to_3,0.0,40.802150867426576,-8.201074328158018,46.34880390116305,"[[1.024722072943028,0.02913158382105214,-9.480854708882314],[-0.00275511362781628,1.0550016018311026,-62.910551263799434],[-5.381081304328671e-06,5.6390971735349204e-05,1.0]]",0.0493406451479433,0.20492739989196834,0.9775327419119537,-0.01533868811302832,0.9787648694180227,-0.20441148460909053,-0.998664220538293,-0.0049082753221994435,0.05143620757798445
calibration_train,calibration_train_03_tilt_obb,31166ebea2aa4c90bea5681c9110a884,20,62.52,calibration_train_03_tilt_obb/images/frame_00020.jpg,calibration_train_03_tilt_obb/labels/frame_00020.txt,1,1,1,1,1,507.99945068359375,580.7626953125,103.30200958251953,35.49866485595703,-1.6058578491210938,109.23122442938427,103.03227996826172,35.322853088378906,-1.5972671508789062,108.91902802431476,"[[456.0310096249313,564.4632504319633],[559.1327726129726,561.5728267591438],[456.8661242311519,599.9524283637704],[559.6790700446456,597.0541109514235]]",0,-0.06999665927012852,1.18455591494735,16.151508804648465,16.1910621350756,0.012405999981038338,0.08405158322758503,16.07712303978573,16.077347536639486,0.04421259305593162,0.2995409746882327,0.3027861913415641,0_to_3,0.0,40.80873596229654,-8.199477800615172,46.331972141316044,"[[1.0242244223628527,0.028906391601994853,-9.085556383476487],[-0.0028759427638988494,1.0544129491266039,-62.32701515678478],[-5.617075710739906e-06,5.593302572401394e-05,1.0]]",0.048905176269368016,0.20495762487799266,0.9775482881875628,-0.015470789394777246,0.9787574276570236,-0.20443716022707065,-0.9986836027539276,-0.005125408332860878,0.05103716077386113
calibration_train,calibration_train_03_tilt_obb,31166ebea2aa4c90bea5681c9110a884,21,62.616,calibration_train_03_tilt_obb/images/frame_00021.jpg,calibration_train_03_tilt_obb/labels/frame_00021.txt,1,1,1,1,1,508.46484375,582.17822265625,103.2978744506836,35.50059509277344,-1.6426315307617188,109.2279411046928,103.02157592773438,35.322471618652344,-1.6317520141601562,108.90877883754109,"[[456.49048990204096,565.911149228386],[559.5837124219797,562.9547410747567],[457.3459537432281,601.4017993495559],[560.1562675617022,598.4391675599944]]",0,-0.06197421719897168,1.2089921870336389,16.15205277967571,16.192596567953878,0.0240107812482617,0.11713491261543112,16.078806328356812,16.07925091694811,0.08556079211528603,0.4173952509476332,0.42607385118658014,0_to_3,0.0,40.821164556191036,-8.200810749318771,46.309495705291695,"[[1.0236325281575505,0.02859857092380069,-8.638571024433416],[-0.0029992857479534353,1.053658044128291,-61.55978006054342],[-5.857979976471542e-06,5.5315106209287684e-05,1.0]]",0.04832917483579053,0.20502997294949077,0.977561763292746,-0.015580923438749854,0.9787410856460769,-0.20450702211204147,-0.998709930702848,-0.005347659363713839,0.05049630535833564
